id,trust,threat,age,male,education,income
3900,5,0,17,0,0,0
3901,6,0,52,0,9,3
3902,5,0,63,1,7,1
3903,4,0,59,1,7,3
3904,8,0,51,0,7,0
3905,8,1,21,0,6,1
3906,7,0,47,0,4,1
3907,7,1,58,1,9,3
3908,4,0,27,0,6,0
3909,7,1,25,0,6,0
3910,8,0,53,1,6,2
3911,6,0,76,1,10,0
3912,5,0,50,1,10,3
3913,6,0,36,0,10,2
3914,0,0,39,0,4,1
3915,7,1,44,0,4,1
3916,5,1,16,1,1,0
3917,9,0,27,0,9,2
3918,7,0,39,1,9,2
3919,8,0,36,0,4,0
3920,6,0,51,1,7,2
3921,4,0,19,1,4,2
3922,5,0,17,1,1,0
3923,7,0,46,1,4,1
3924,9,0,35,0,10,1
3925,8,0,45,1,6,2
3926,9,0,32,1,9,2
3927,8,0,37,1,10,3
3928,10,0,49,1,10,3
3929,7,0,22,0,6,0
3930,7,0,20,0,6,0
3931,8,0,49,0,1,2
3932,7,0,29,0,4,2
3933,7,0,50,1,10,3
3934,7,0,68,1,8,0
3935,7,0,52,1,4,3
3936,5,0,47,1,9,2
3937,5,0,45,0,4,1
3938,0,1,42,0,4,1
3939,7,0,44,0,4,0
3940,2,0,44,1,7,3
3941,3,0,66,1,8,0
3942,3,0,35,0,3,0
3943,8,0,57,0,4,0
3944,6,0,44,1,4,2
3945,10,0,37,0,3,0
3946,9,0,58,1,4,0
3947,5,0,25,0,4,1
3948,0,1,25,0,6,2
3949,2,0,62,1,4,0
3950,7,0,32,1,6,2
3951,4,0,29,1,4,1
3952,7,0,37,0,9,0
3953,4,0,36,1,9,3
3954,5,0,57,1,8,2
3955,5,0,54,0,7,0
3956,5,0,36,1,10,1
3957,5,0,31,1,8,3
3958,7,0,48,0,7,2
3959,8,0,30,0,9,2
3960,6,0,30,1,9,2
3961,7,0,43,1,10,3
3962,8,0,46,1,1,1
3963,7,0,53,1,9,3
3964,7,0,41,0,10,3
3965,8,0,45,1,9,3
3966,8,0,46,0,4,0
3967,8,1,44,0,4,1
3968,7,0,38,0,10,2
3969,3,0,44,1,10,3
3970,5,0,39,1,7,2
3971,5,0,34,0,4,0
3972,8,0,57,0,6,0
3973,4,0,22,1,6,1
3974,8,0,20,1,6,0
3975,10,0,29,0,7,0
3976,3,1,22,1,1,0
3977,5,0,43,1,7,3
3978,8,0,53,1,4,3
3979,5,0,24,0,4,1
3980,3,0,19,1,6,0
3981,2,0,60,0,7,0
3982,8,0,40,0,10,2
3983,6,0,58,0,10,3
3984,7,0,47,1,6,3
3985,8,0,36,1,10,1
3986,9,0,36,0,10,3
3987,5,0,25,0,4,1
3988,2,0,46,0,7,3
3989,6,1,27,0,10,1
3990,7,0,45,0,10,3
3991,10,0,59,1,10,3
3992,6,0,54,0,10,3
3993,6,0,52,1,10,3
3994,6,1,21,0,1,0
3995,6,0,18,0,6,0
3996,8,0,44,1,6,1
3997,7,0,36,0,10,2
3998,5,0,45,0,4,2
3999,6,0,52,1,4,2
4000,9,0,49,0,4,1
4001,7,0,64,1,9,3
4002,3,0,44,1,6,3
4003,6,0,56,1,4,3
4004,9,0,33,1,9,3
4005,10,0,43,0,9,3
4006,8,0,51,1,10,3
4007,7,0,49,0,4,1
4008,7,0,41,0,9,3
4009,10,1,33,1,10,3
4010,8,0,25,1,6,0
4011,8,0,45,0,4,0
4012,8,0,49,1,4,1
4013,7,0,17,0,1,0
4014,7,0,35,0,9,1
4015,7,0,38,0,7,0
4016,3,0,30,1,10,1
4017,7,0,56,1,7,1
4018,10,0,37,1,4,2
4019,2,0,48,0,4,1
4020,5,0,59,1,10,3
4021,5,0,56,0,10,3
4022,8,0,22,1,10,1
4023,6,0,54,0,4,3
4024,6,0,69,1,4,1
4025,5,0,58,0,1,1
4026,7,0,37,0,10,2
4027,3,0,33,1,10,3
4028,8,0,34,1,10,3
4029,7,0,32,0,10,3
4030,6,0,57,1,9,3
4031,10,0,30,1,4,2
4032,9,0,38,1,4,2
4033,7,0,36,0,4,0
4034,7,0,43,1,6,3
4035,5,0,19,1,1,0
4036,6,0,62,1,9,0
4037,10,0,69,1,7,1
4038,6,0,54,0,10,3
4039,3,0,32,1,2,2
4040,7,1,49,0,10,1
4041,5,1,36,1,9,1
4042,10,0,49,1,6,3
4043,5,0,45,0,9,3
4044,7,0,32,1,9,3
4045,7,1,55,0,4,2
4046,6,0,40,1,4,2
4047,7,0,20,1,1,1
4048,6,0,22,1,2,0
4049,7,0,64,1,9,0
4050,8,0,62,0,4,0
4051,5,0,69,0,6,0
4052,8,0,56,1,8,3
4053,8,0,54,0,4,1
4054,2,0,55,0,4,1
4055,7,0,47,1,10,3
4056,5,1,16,1,0,0
4057,7,0,63,1,9,0
4058,6,0,62,0,6,0
4059,7,0,28,1,10,0
4060,7,1,31,1,10,3
4061,6,0,54,1,6,3
4062,0,0,47,0,4,0
4063,8,0,22,1,4,1
4064,7,0,20,0,1,0
4065,8,1,59,1,10,2
4066,5,1,40,0,4,2
4067,8,0,58,1,5,3
4068,4,0,41,0,7,0
4069,8,0,52,1,4,2
4070,8,0,50,0,4,0
4071,2,0,18,0,1,0
4072,2,1,16,0,4,0
4073,7,0,48,0,4,1
4074,5,0,15,0,0,0
4075,8,0,19,0,4,0
4076,7,1,16,1,1,0
4077,7,0,51,0,8,1
4078,8,0,41,1,9,3
4079,8,0,33,0,6,0
4080,0,0,56,0,4,1
4081,2,0,26,1,4,3
4082,7,0,26,0,4,1
4083,9,0,46,1,1,1
4084,6,0,42,0,4,0
4085,2,0,19,1,4,0
4086,5,0,16,0,0,0
4087,6,0,49,1,4,3
4088,7,1,43,0,4,1
4089,3,0,62,0,4,0
4090,7,1,34,0,10,1
4091,8,0,36,1,4,2
4092,7,0,55,1,6,3
4093,7,0,54,1,7,3
4094,8,0,51,0,4,1
4095,8,1,26,1,10,1
4096,7,0,20,0,4,2
4097,4,0,19,1,0,0
4098,7,1,27,0,4,1
4099,6,0,54,0,5,1
4100,7,0,18,0,1,0
4101,7,0,33,0,6,3
4102,5,0,34,1,10,1
4103,6,0,50,1,9,2
4104,8,0,44,0,6,0
4105,5,0,62,0,2,2
4106,7,0,64,1,10,2
4107,9,0,59,0,4,0
4108,7,0,26,0,4,2
4109,8,0,52,1,10,3
4110,6,0,56,1,10,3
4111,9,1,45,0,6,1
4112,7,0,58,1,4,3
4113,6,0,46,1,10,3
4114,7,0,16,0,0,0
4115,5,0,69,0,1,0
4116,6,0,72,1,7,3
4117,6,0,31,0,4,2
4118,8,0,42,0,4,1
4119,8,0,46,1,7,3
4120,8,0,27,0,4,1
4121,6,0,35,1,4,2
4122,7,0,36,1,7,3
4123,8,0,46,0,4,3
4124,8,0,44,1,9,3
4125,2,0,49,0,6,0
4126,3,0,48,1,7,3
4127,5,0,37,0,8,1
4128,5,0,39,1,9,3
4129,6,0,37,1,7,3
4130,2,0,38,1,8,2
4131,4,0,37,0,4,0
4132,7,0,62,1,10,3
4133,3,0,24,0,4,1
4134,8,1,46,1,4,3
4135,8,0,45,0,6,2
4136,9,0,45,1,4,3
4137,8,0,18,0,1,0
4138,5,0,16,0,1,0
4139,5,1,20,1,4,0
4140,6,0,17,1,1,0
4141,7,0,55,1,7,3
4142,8,0,39,0,10,1
4143,4,1,51,1,10,3
4144,10,0,29,1,9,2
4145,3,0,42,0,4,3
4146,3,0,42,0,1,1
4147,7,0,50,1,10,3
4148,5,0,33,0,10,3
4149,0,0,65,0,6,1
4150,6,0,49,0,4,2
4151,7,0,56,0,4,1
4152,9,0,57,0,4,1
4153,8,0,57,1,7,3
4154,5,0,58,1,4,3
4155,9,0,54,0,2,1
4156,4,1,21,1,1,0
4157,5,0,63,1,7,1
4158,7,0,37,1,4,2
4159,9,0,30,0,4,2
4160,9,0,35,0,7,0
4161,0,0,52,0,1,3
4162,9,0,54,0,4,1
4163,7,0,57,0,4,2
4164,7,0,24,1,4,2
4165,9,0,39,0,6,0
4166,7,0,18,0,0,0
4167,7,0,29,1,10,1
4168,5,1,16,1,0,0
4169,8,0,54,0,4,0
4170,6,0,57,1,4,3
4171,9,0,35,1,6,1
4172,7,0,31,0,6,0
4173,8,0,51,1,8,1
4174,5,0,41,1,4,2
4175,8,0,43,1,4,2
4176,7,0,43,0,4,0
4177,8,0,55,0,7,3
4178,10,0,55,1,4,2
4179,8,0,35,1,10,3
4180,5,0,35,0,10,3
4181,0,1,55,0,4,1
4182,5,0,61,1,4,2
4183,7,0,46,0,10,1
4184,10,0,42,1,9,3
4185,5,1,57,1,8,2
4186,9,0,26,0,10,0
4187,10,1,61,0,4,0
4188,8,0,53,1,4,3
4189,6,0,39,1,10,3
4190,5,0,52,0,4,1
4191,3,0,65,0,1,0
4192,4,0,54,1,6,3
4193,6,0,29,0,10,2
4194,5,0,52,0,4,0
4195,7,0,45,1,10,3
4196,8,0,55,0,4,0
4197,3,0,38,0,7,2
4198,10,0,37,1,4,2
4199,7,0,48,0,8,3
4200,4,0,52,0,4,0
4201,7,0,63,0,7,2
4202,8,0,39,1,10,3
4203,5,0,48,1,4,2
4204,3,0,40,0,4,0
4205,9,0,59,1,9,1
4206,5,0,56,0,9,1
4207,7,0,26,1,8,2
4208,5,0,21,1,1,0
4209,8,0,41,0,10,1
4210,4,0,19,0,6,1
4211,0,0,56,0,1,1
4212,7,0,33,1,4,2
4213,10,0,32,0,4,2
4214,6,0,67,1,7,0
4215,9,0,60,0,6,1
4216,0,0,45,1,4,1
4217,7,0,35,1,10,3
4218,6,0,34,0,4,1
4219,3,0,24,1,8,1
4220,7,0,43,1,5,1
4221,6,0,62,1,10,3
4222,4,0,52,0,4,1
4223,7,0,45,1,10,3
4224,8,0,30,0,6,0
4225,6,0,48,1,7,2
4226,8,0,46,0,4,0
4227,0,0,16,1,0,0
4228,7,0,51,1,10,3
4229,7,1,43,0,6,1
4230,6,0,60,1,4,3
4231,8,0,58,0,5,0
4232,5,0,35,0,10,0
4233,4,0,55,0,4,1
4234,8,0,43,0,5,3
4235,9,0,40,0,4,1
4236,8,0,50,0,10,2
4237,8,0,60,0,5,1
4238,2,0,35,1,6,1
4239,7,0,42,1,6,3
4240,9,0,38,0,9,1
4241,6,0,59,0,4,2
4242,5,0,39,1,7,3
4243,7,0,36,0,5,0
4244,8,0,33,0,6,2
4245,7,0,22,0,10,0
4246,9,1,20,1,6,0
4247,3,1,59,1,4,3
4248,8,0,22,1,6,1
4249,6,0,58,1,7,3
4250,4,0,47,0,4,0
4251,8,0,55,0,4,1
4252,5,0,67,1,4,0
4253,7,0,33,1,4,3
4254,7,0,25,0,6,0
4255,9,0,38,1,9,3
4256,4,0,63,1,10,0
4257,8,0,53,1,7,2
4258,8,0,45,0,7,1
4259,7,0,47,0,6,2
4260,7,0,54,0,2,1
4261,10,0,46,0,7,1
4262,5,1,16,1,0,0
4263,8,0,38,0,9,2
4264,10,1,36,1,10,3
4265,8,0,31,0,10,1
4266,7,0,54,0,9,3
4267,4,0,42,1,8,1
4268,1,0,19,1,1,0
4269,4,0,15,1,0,0
4270,8,0,48,0,1,1
4271,8,1,15,0,0,0
4272,7,0,21,0,1,0
4273,8,0,17,0,2,0
4274,6,0,15,1,0,0
4275,4,0,44,0,4,0
4276,6,0,42,1,7,3
4277,8,0,19,0,4,0
4278,7,0,18,1,0,0
4279,3,1,15,0,0,0
4280,6,0,64,0,4,0
4281,7,0,55,1,7,0
4282,5,0,49,0,8,1
4283,8,0,48,1,9,3
4284,5,0,19,1,1,0
4285,5,0,17,1,1,0
4286,10,0,44,1,4,3
4287,8,0,43,0,9,1
4288,2,0,15,1,1,0
4289,6,0,47,0,4,0
4290,6,0,53,1,9,3
4291,8,0,47,0,4,1
4292,7,0,60,1,7,3
4293,5,0,53,0,4,0
4294,3,0,54,1,4,2
4295,6,1,24,1,4,2
4296,6,0,20,1,1,0
4297,1,1,19,1,1,0
4298,6,0,51,0,4,1
4299,8,0,50,1,9,3
4300,8,0,24,1,4,1
4301,6,0,22,1,6,0
4302,7,0,20,0,4,0
4303,5,1,35,1,4,2
4304,3,1,34,1,6,1
4305,7,1,28,1,9,1
4306,6,1,51,1,7,3
4307,6,0,29,1,4,2
4308,9,0,63,0,4,2
4309,3,0,46,0,7,1
4310,5,0,58,0,4,0
4311,6,0,45,0,4,2
4312,4,1,19,1,0,0
4313,6,0,48,1,4,1
4314,5,0,41,0,4,1
4315,8,0,55,0,4,3
4316,10,0,54,1,1,1
4317,5,0,43,0,4,0
4318,7,0,39,1,4,3
4319,6,0,34,1,9,3
4320,7,1,39,1,9,3
4321,4,1,51,1,10,3
4322,5,0,41,0,8,1
4323,6,0,53,0,10,3
4324,4,0,39,1,9,3
4325,5,0,39,0,10,1
4326,5,0,48,0,4,1
4327,3,0,49,1,8,2
4328,4,0,22,1,4,1
4329,5,1,20,1,4,1
4330,5,0,32,0,4,0
4331,9,0,49,0,4,2
4332,10,0,51,1,7,3
4333,8,0,50,0,4,0
4334,8,0,25,0,10,0
4335,4,0,20,0,1,0
4336,8,0,36,1,7,3
4337,5,0,17,1,1,0
4338,6,0,52,1,7,0
4339,8,1,19,1,4,0
4340,6,0,43,1,10,3
4341,9,0,41,0,4,0
4342,6,0,49,0,4,2
4343,4,1,19,1,4,1
4344,8,1,14,0,1,0
4345,7,0,57,1,10,3
4346,8,0,48,0,10,1
4347,5,0,45,1,4,2
4348,7,0,39,0,4,0
4349,5,0,16,1,0,0
4350,10,1,50,1,9,3
4351,8,0,18,1,1,0
4352,7,0,15,1,0,0
4353,7,0,53,1,4,2
4354,8,0,49,0,7,1
4355,7,0,22,0,3,0
4356,10,0,20,0,3,0
4357,8,0,42,1,9,3
4358,0,0,20,1,1,0
4359,8,0,44,1,6,2
4360,0,0,14,1,0,0
4361,5,0,42,1,9,2
4362,5,0,51,0,10,1
4363,5,0,27,1,10,3
4364,5,0,56,0,4,0
4365,4,0,41,0,4,1
4366,5,0,45,1,10,1
4367,8,0,53,1,4,3
4368,0,0,42,0,7,2
4369,7,0,70,1,4,3
4370,7,0,65,0,4,0
4371,7,0,27,0,4,1
4372,2,0,74,1,1,0
4373,7,0,58,0,1,1
4374,8,0,30,0,9,2
4375,8,0,55,1,5,3
4376,5,0,25,0,4,0
4377,5,0,62,0,10,3
4378,3,0,42,1,7,3
4379,7,0,33,0,6,1
4380,8,0,62,1,5,3
4381,6,0,50,0,5,1
4382,2,0,55,0,4,0
4383,4,0,37,1,10,3
4384,7,0,33,1,4,2
4385,8,0,63,1,10,1
4386,5,0,45,0,4,1
4387,7,0,52,0,4,0
4388,5,1,25,0,4,1
4389,10,0,51,0,10,2
4390,5,0,24,1,4,3
4391,5,0,41,1,4,2
4392,3,0,32,0,8,0
4393,6,0,16,0,0,0
4394,9,0,47,0,6,1
4395,7,0,55,1,6,3
4396,7,0,24,1,4,1
4397,8,0,45,1,6,2
4398,10,0,37,0,9,2
4399,10,1,34,1,10,3
4400,6,0,33,0,10,3
4401,5,0,61,0,4,0
4402,8,0,49,1,10,3
4403,7,0,48,0,4,2
4404,5,0,52,1,4,2
4405,4,0,51,0,4,1
4406,10,0,42,0,10,1
4407,8,0,36,1,10,2
4408,6,0,50,1,4,3
4409,5,0,22,0,1,1
4410,7,0,39,1,4,3
4411,0,0,50,1,9,3
4412,5,0,20,0,4,2
4413,10,0,45,0,7,1
4414,4,1,18,1,0,0
4415,4,0,56,0,3,1
4416,8,0,32,0,6,1
4417,8,0,49,0,6,0
4418,7,0,17,1,1,0
4419,6,0,14,0,0,0
4420,8,0,64,0,9,0
4421,8,0,43,1,10,3
4422,7,0,37,0,10,2
4423,5,0,48,1,4,1
4424,8,0,42,0,7,2
4425,5,0,40,0,4,3
4426,3,0,34,1,7,3
4427,6,0,29,0,4,0
4428,7,0,43,0,7,1
4429,4,0,49,1,9,3
4430,2,0,43,0,4,1
4431,5,0,18,1,1,0
4432,6,0,51,1,9,2
4433,7,0,49,0,9,0
4434,3,0,21,1,4,1
4435,5,0,45,0,4,1
4436,7,0,67,1,6,0
4437,10,1,40,0,10,1
4438,7,0,39,1,10,3
4439,7,0,47,0,4,0
4440,7,0,57,1,4,3
4441,8,0,57,0,4,0
4442,6,1,40,0,5,3
4443,4,0,48,1,4,3
4444,8,0,21,0,4,1
4445,6,0,17,0,1,0
4446,7,0,63,1,7,3
4447,7,0,61,0,6,1
4448,7,0,25,0,6,3
4449,3,1,21,1,1,1
4450,9,0,41,1,7,2
4451,6,0,63,1,4,3
4452,8,0,44,1,4,2
4453,5,0,38,0,9,1
4454,5,0,45,1,4,3
4455,7,0,44,1,1,2
4456,1,0,29,0,1,1
4457,0,0,33,1,1,2
4458,6,0,26,0,10,2
4459,6,0,51,1,4,2
4460,8,0,49,1,4,1
4461,10,0,20,1,1,0
4462,6,0,19,0,4,0
4463,4,1,16,1,0,0
4464,7,0,65,0,9,0
4465,4,1,46,1,4,3
4466,7,0,44,0,8,0
4467,5,0,45,1,4,3
4468,8,0,25,1,9,3
4469,8,0,45,1,10,3
4470,5,0,44,0,7,1
4471,7,0,24,1,6,0
4472,6,0,21,1,1,0
4473,3,0,18,1,1,0
4474,7,0,17,0,1,0
4475,5,1,15,0,0,0
4476,5,0,43,1,9,3
4477,10,0,63,1,7,3
4478,8,0,61,0,4,0
4479,2,0,34,0,4,0
4480,7,0,39,1,4,3
4481,10,0,60,1,5,1
4482,8,0,47,1,4,2
4483,5,0,53,0,4,1
4484,4,0,32,0,4,1
4485,3,0,59,1,9,2
4486,8,0,58,0,4,1
4487,6,0,32,1,10,2
4488,5,0,57,1,4,2
4489,5,0,51,1,10,3
4490,3,0,54,1,4,3
4491,5,0,51,0,4,1
4492,7,0,24,1,4,2
4493,8,0,29,1,10,1
4494,6,0,31,0,5,1
4495,4,0,25,0,6,0
4496,8,0,34,0,10,1
4497,5,0,29,0,10,3
4498,7,0,26,0,4,1
4499,7,0,24,0,6,0
4500,8,0,43,0,4,1
4501,5,0,66,0,4,1
4502,5,0,27,0,10,0
4503,7,0,27,1,6,1
4504,7,0,53,1,9,3
4505,7,0,29,1,10,2
4506,5,1,48,1,9,3
4507,7,0,25,1,4,1
4508,7,1,35,1,4,2
4509,7,0,46,0,5,2
4510,5,1,17,0,0,0
4511,8,0,24,0,6,1
4512,7,0,40,1,10,3
4513,7,0,29,1,7,3
4514,5,0,30,1,7,2
4515,10,0,31,0,9,1
4516,7,0,32,0,10,0
4517,7,1,27,1,7,2
4518,7,0,28,1,10,2
4519,7,0,34,1,4,2
4520,2,1,28,1,4,0
4521,7,0,22,1,6,0
4522,8,0,35,1,9,3
4523,5,0,33,1,10,3
4524,7,0,35,0,10,3
4525,0,1,22,0,1,0
4526,5,1,32,1,6,2
4527,3,0,24,0,4,0
4528,5,0,24,0,8,1
4529,7,0,27,0,9,2
4530,5,0,33,1,4,0
4531,5,0,60,1,10,2
4532,5,0,32,1,9,3
4533,6,0,27,0,3,0
4534,10,0,27,0,10,1
4535,5,1,17,0,0,0
4536,6,0,29,0,10,2
4537,5,1,24,1,6,0
4538,7,0,25,0,6,1
4539,7,0,26,0,4,1
4540,5,0,42,0,7,1
4541,5,0,17,0,0,0
4542,5,0,27,0,10,0
4543,8,0,42,1,7,2
4544,2,0,23,1,4,1
4545,0,1,24,0,6,1
4546,7,0,29,0,9,2
4547,8,0,37,0,4,2
4548,10,0,34,0,10,0
4549,7,0,25,0,10,3
4550,4,0,29,0,4,1
4551,9,0,50,0,10,3
4552,5,0,30,0,10,1
4553,5,1,19,1,4,1
4554,7,0,43,1,4,3
4555,6,0,29,0,6,0
4556,4,0,48,1,9,3
4557,6,0,26,0,10,3
4558,6,0,26,1,10,1
4559,6,0,27,0,9,3
4560,6,0,27,0,3,3
4561,8,1,23,0,6,0
4562,6,1,21,0,6,0
4563,7,0,26,0,4,1
4564,1,0,42,0,1,0
4565,6,1,26,0,6,0
4566,5,0,29,1,4,1
4567,6,0,28,0,4,1
4568,9,0,35,0,10,2
4569,6,0,55,0,4,0
4570,0,0,41,0,4,1
4571,5,0,39,1,10,3
4572,7,0,45,0,4,2
4573,9,1,30,0,7,1
4574,0,0,31,1,10,1
4575,6,0,33,0,4,1
4576,8,0,32,0,9,2
4577,7,0,27,0,4,1
4578,7,0,39,0,8,0
4579,5,0,29,1,4,1
4580,9,0,37,0,10,2
4581,8,0,24,0,7,2
4582,8,0,31,1,10,3
4583,8,0,61,1,8,3
4584,5,0,39,0,4,2
4585,0,0,26,1,4,1
4586,8,1,27,1,10,0
4587,2,0,38,0,9,2
4588,2,0,34,1,10,3
4589,6,0,27,1,7,2
4590,6,0,32,0,10,2
4591,10,0,45,1,4,3
4592,8,0,47,0,10,3
4593,6,1,26,0,4,2
4594,7,0,23,1,4,0
4595,4,0,36,1,7,3
4596,9,1,38,0,9,2
4597,6,0,26,0,10,1
4598,0,0,39,1,4,2
4599,7,0,26,0,10,1
4600,7,0,36,0,10,1
4601,6,0,33,0,4,2
4602,4,0,35,1,10,3
4603,9,0,16,1,1,0
4604,6,0,37,1,8,3
4605,7,0,26,0,5,1
4606,6,0,24,0,1,0
4607,7,0,34,0,4,1
4608,8,1,15,0,1,0
4609,7,0,61,0,4,2
4610,10,1,36,0,4,1
4611,5,0,47,0,4,1
4612,5,1,29,1,10,2
4613,4,0,39,0,5,1
4614,7,0,39,1,8,2
4615,7,0,34,1,7,2
4616,8,0,52,0,4,3
4617,7,0,37,0,10,2
4618,7,1,40,0,10,2
4619,4,0,24,0,4,2
4620,10,0,25,0,10,0
4621,9,1,39,0,7,0
4622,8,1,22,1,4,1
4623,9,0,36,1,10,2
4624,6,0,27,0,5,1
4625,5,0,28,0,6,0
4626,7,0,30,1,10,1
4627,10,0,40,1,8,2
4628,6,0,22,0,2,0
4629,7,0,25,0,5,1
4630,7,0,23,0,4,2
4631,7,0,24,0,9,1
4632,0,1,26,0,6,1
4633,9,1,29,0,10,2
4634,6,0,24,1,10,0
4635,8,1,59,0,2,2
4636,7,0,49,1,10,3
4637,8,1,42,0,10,2
4638,9,1,29,1,6,1
4639,4,0,32,0,4,2
4640,5,0,47,1,10,3
4641,7,0,30,0,4,2
4642,9,0,33,1,7,2
4643,7,0,52,1,4,3
4644,0,0,26,1,4,1
4645,7,0,46,0,4,0
4646,4,0,47,1,1,1
4647,7,1,40,1,10,3
4648,5,0,31,0,5,3
4649,5,0,22,0,4,1
4650,5,0,38,1,4,1
4651,5,0,29,0,10,2
4652,5,0,46,1,10,3
4653,5,0,37,0,10,2
4654,8,0,37,0,10,2
4655,6,1,16,1,0,0
4656,5,0,37,0,4,2
4657,5,0,19,0,6,0
4658,5,0,32,0,10,2
4659,10,0,36,0,6,1
4660,7,0,17,0,1,0
4661,7,0,32,0,4,2
4662,6,0,24,1,10,2
4663,9,0,30,1,10,3
4664,8,0,22,0,4,2
4665,6,0,18,1,6,0
4666,10,0,46,0,5,1
